Date,Stage,Match,Team,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,MVP,K,D,A,Gold,Level,Win,Tower,Lord ,Turtle,"Buff
 Biru","Buff 
Merah"
4/20/2024,Regular Season,2,PRO Esports,Tong,Terizla,Fighter,Valentina,Mage,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,19:11,0,0,6,5,8367,15,Lose,2,1,2,8,7
4/20/2024,Regular Season,3,PRO Esports,Donut,Claude,Marksman,Kaja,Support/Fighter,Purify,Common,Swift,Tenacity,Brave Smite,19:40,0,3,3,7,14260,15,Win,7,1,1,9,10
4/20/2024,Regular Season,3,PRO Esports,SAA,Minotaur,Tank/Support,Grock,Tank/Fighter,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,19:40,0,0,5,12,8876,15,Win,7,1,1,9,10
4/20/2024,Regular Season,3,PRO Esports,Naja,Vexana,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,19:40,0,2,1,8,10828,15,Win,7,1,1,9,10
4/20/2024,Regular Season,3,PRO Esports,Boyet,Guinevere,Fighter,Luo Yi,Mage,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,19:40,0,5,1,5,11793,15,Win,7,1,1,9,10
4/20/2024,Regular Season,3,PRO Esports,Tong,Cici,Fighter,Joy,Assassin,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,19:40,1,5,2,8,12470,15,Win,7,1,1,9,10
4/20/2024,Regular Season,3,Team Max,Layy,Karrie,Marksman,Mathilda,Support/Assassin,Purify,Common,Swift,Master Assassin,Brave Smite,19:40,0,1,3,5,13284,15,Lose,7,2,2,10,7
4/20/2024,Regular Season,3,Team Max,Tyyy,Tigreal,Tank,Masha,Fighter/Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,19:40,0,1,4,7,9021,15,Lose,7,2,2,10,7
4/20/2024,Regular Season,3,Team Max,MasterBiiMo,Valentina,Mage,Natan,Marksman,Purify,Mage,Agility,Wilderness Blessing.,Impure Rage,19:40,0,0,3,7,10430,15,Lose,7,2,2,10,7
4/20/2024,Regular Season,3,Team Max,Flick,Fredrinn,Fighter/Tank,Barats,Tank/Fighter,Retribution,Support,Vitality,Seasoned Hunter,Concussive Blast,19:40,0,4,2,7,12860,15,Lose,7,2,2,10,7
4/20/2024,Regular Season,3,Team Max,Renzio,X.Borg,Fighter,Akai,Tank,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,19:40,0,6,3,2,13535,15,Lose,7,2,2,10,7
4/21/2024,Regular Season,1,CFU Gaming,Xingg,Natan,Marksman,Baxia,Tank,Purify,Mage,Swift,Bargain Hunter,Weakness Finder,16:49,0,2,4,7,10980,15,Lose,6,0,2,7,6
4/21/2024,Regular Season,1,CFU Gaming,Flamezy,Ruby,Fighter/Tank,Floryn,Support,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,16:49,0,1,2,9,7420,14,Lose,6,0,2,7,6
4/21/2024,Regular Season,1,CFU Gaming,Zee,Luo Yi,Mage,Angela,Support,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,16:49,0,6,2,4,9398,15,Lose,6,0,2,7,6
4/21/2024,Regular Season,1,CFU Gaming,Detective,Barats,Tank/Fighter,Arlott,Fighter/Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,16:49,0,2,4,7,8243,15,Lose,6,0,2,7,6
4/21/2024,Regular Season,1,CFU Gaming,Wadu,Thamuz,Fighter,Cici,Fighter,Vengeance,Fighter,Rupture,Festival of Blood,Brave Smite,16:49,0,1,4,6,9564,15,Lose,6,0,2,7,6
4/21/2024,Regular Season,1,Team Flash KH,Owl,Claude,Marksman,X.Borg,Fighter,Purify,Common,Swift,Master Assassin,Quantum Charge,16:49,0,5,3,7,12746,15,Win,6,2,1,8,7
4/21/2024,Regular Season,1,Team Flash KH,D7,Chip, Support/Tanker,Minotaur,Tank/Support,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,16:49,0,1,4,13,8089,14,Win,6,2,1,8,7
4/21/2024,Regular Season,1,Team Flash KH,C Cat,Faramis,Support/Mage,Paquito,Fighter/Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Lethal Ignition,16:49,0,0,4,12,10242,15,Win,6,2,1,8,7
4/21/2024,Regular Season,1,Team Flash KH,Rindo,Fredrinn,Fighter/Tank,Nolan,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:49,1,4,0,10,10615,15,Win,6,2,1,8,7
4/21/2024,Regular Season,1,Team Flash KH,ATM,Terizla,Fighter,Mathilda,Support/Assassin,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,16:49,0,6,1,7,9966,15,Win,6,2,1,8,7
4/21/2024,Regular Season,2,CFU Gaming,Xingg,Bruno,Marksman,Lylia,Mage,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,18:03,0,9,3,4,12907,15,Lose,7,2,0,7,7
4/21/2024,Regular Season,2,CFU Gaming,Flamezy,Angela,Support,Natan,Marksman,Flicker,Support,Inspire,Wilderness Blessing.,Impure Rage,18:03,0,1,3,7,8320,15,Lose,7,2,0,7,7
4/21/2024,Regular Season,2,CFU Gaming,Zee,Novaria,Mage,Harith,Mage,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,18:03,0,1,3,13,9884,15,Lose,7,2,0,7,7
4/21/2024,Regular Season,2,CFU Gaming,Detective,Baxia,Tank,X.Borg,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,18:03,0,3,4,7,9439,15,Lose,7,2,0,7,7
4/21/2024,Regular Season,2,CFU Gaming,Wadu,Cici,Fighter,Arlott,Fighter/Assassin,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,18:03,0,1,3,4,10311,15,Lose,7,2,0,7,7
4/21/2024,Regular Season,2,Team Flash KH,Owl,Karrie,Marksman,Valentina,Mage,Flicker,Common,Firmness,Master Assassin,Brave Smite,18:03,0,3,2,7,13525,15,Win,6,1,2,10,9
4/21/2024,Regular Season,2,Team Flash KH,D7,Minotaur,Tank/Support,Claude,Marksman,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,18:03,0,0,3,12,8811,15,Win,6,1,2,10,9
4/21/2024,Regular Season,2,Team Flash KH,C Cat,Faramis,Support/Mage,Nolan,Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Lethal Ignition,18:03,0,2,3,10,11474,15,Win,6,1,2,10,9
4/21/2024,Regular Season,2,Team Flash KH,Rindo,Fredrinn,Fighter/Tank,Luo Yi,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,18:03,0,2,2,10,11474,15,Win,6,1,2,10,9
4/21/2024,Regular Season,2,Team Flash KH,ATM,Masha,Fighter/Tank,Mathilda,Support/Assassin,Sprint,Assassin,Thrill,Wilderness Blessing.,Lethal Ignition,18:03,1,9,5,0,10809,15,Win,6,1,2,10,9
4/21/2024,Regular Season,1,"See You Soon",Hesa,Claude,Marksman,Minotaur,Tank/Support,Purify,Common,Swift,Tenacity,Brave Smite,14:52,0,3,1,6,11507,15,Win,7,2,0,7,7
4/21/2024,Regular Season,1,"See You Soon",BoxiTheKing,Chou,Fighter,Mathilda,Support/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,14:52,0,3,2,5,7690,13,Win,7,2,0,7,7
4/21/2024,Regular Season,1,"See You Soon",Raa,Faramis,Support/Mage,Natan,Marksman,Purify,Mage,Agility,Wilderness Blessing.,Lethal Ignition,14:52,0,1,0,9,8162,14,Win,7,2,0,7,7
4/21/2024,Regular Season,1,"See You Soon",MPTheKing,Roger,Fighter/Marksman,Chip, Support/Tanker,Retribution,Assassin,Swift,Seasoned Hunter,Quantum Charge,14:52,0,3,1,7,13058,15,Win,7,2,0,7,7
4/21/2024,Regular Season,1,"See You Soon",SryImFelix,Barats,Tank/Fighter,Karrie,Marksman,Flicker,Common,Firmness,Tenacity,Brave Smite,14:52,1,1,1,10,9635,15,Win,7,2,0,7,7
4/21/2024,Regular Season,1,Duck Rice Esport,Kydz,Harith,Mage,Grock,Tank/Fighter,Purify,Mage,Inspire,Festival of Blood,Impure Rage,14:52,0,0,0,4,9372,14,Lose,6,1,2,10,9
4/21/2024,Regular Season,1,Duck Rice Esport,NJ,Ruby,Fighter/Tank,Floryn,Support,Flicker,Tank,Firmness,Tenacity,Brave Smite,14:52,0,0,3,3,6459,12,Lose,6,1,2,10,9
4/21/2024,Regular Season,1,Duck Rice Esport,STICC,Luo Yi,Mage,Masha,Fighter/Tank,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,14:52,0,1,1,3,7674,13,Lose,6,1,2,10,9
4/21/2024,Regular Season,1,Duck Rice Esport,Darkside,Fredrinn,Fighter/Tank,Natan,Marksman,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,14:52,0,2,3,3,8470,14,Lose,6,1,2,10,9
4/21/2024,Regular Season,1,Duck Rice Esport,Yamikaze,Arlott,Fighter/Assassin,Angela,Support,Flicker,Common,Rupture,Tenacity,Brave Smite,14:52,0,2,4,3,7177,13,Lose,6,1,2,10,9
4/21/2024,Regular Season,2,"See You Soon",Hesa,Harith,Mage,Minotaur,Tank/Support,Purify,Mage,Inspire,Bargain Hunter,Impure Rage,10:49,0,2,0,4,9388,14,Win,8,1,3,10,6
4/21/2024,Regular Season,2,"See You Soon",BoxiTheKing,Tigreal,Tank,Mathilda,Support/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,10:49,0,0,0,8,5589,11,Win,8,1,3,10,6
4/21/2024,Regular Season,2,"See You Soon",Raa,Valentina,Mage,Natan,Marksman,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,10:49,0,1,0,7,7102,12,Win,8,1,3,10,6
4/21/2024,Regular Season,2,"See You Soon",MPTheKing,Roger,Fighter/Marksman,Joy,Assassin,Retribution,Assassin,Swift,Seasoned Hunter,Quantum Charge,10:49,1,5,0,5,9864,15,Win,8,1,3,10,6
4/21/2024,Regular Season,2,"See You Soon",SryImFelix,Barats,Tank/Fighter,Fanny,Assassin,Flicker,Common,Firmness,Tenacity,Brave Smite,10:49,0,2,1,5,7431,13,Win,8,1,3,10,6
4/21/2024,Regular Season,2,Duck Rice Esport,Kydz,Karrie,Marksman,Grock,Tank/Fighter,Purify,Common,Firmness,Festival of Blood,Brave Smite,10:49,0,0,0,1,6004,10,Lose,0,0,0,1,2
4/21/2024,Regular Season,2,Duck Rice Esport,NJ,Floryn,Support,Chou,Fighter,Flicker,Support,Inspire,Bargain Hunter,Focusing Mark,10:49,0,0,0,1,3888,8,Lose,0,0,0,1,2
4/21/2024,Regular Season,2,Duck Rice Esport,STICC,Faramis,Support/Mage,Nolan,Assassin,Purify,Mage,Agility,Wilderness Blessing.,Lethal Ignition,10:49,0,0,3,1,4397,9,Lose,0,0,0,1,2
4/21/2024,Regular Season,2,Duck Rice Esport,Darkside,Alice,Mage/Tank,Masha,Fighter/Tank,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,10:49,0,1,4,0,5001,10,Lose,0,0,0,1,2
4/21/2024,Regular Season,2,Duck Rice Esport,Yamikaze,Terizla,Fighter,Angela,Support,Flicker,Fighter,Firmness,Tenacity,Brave Smite,10:49,0,0,3,1,4047,9,Lose,0,0,0,1,2
4/21/2024,Regular Season,1,Team SV,SADBOYY,Karina,Assassin,Masha,Fighter/Tank,Flicker,Fighter,Agility,Festival of Blood,Quantum Charge,11:26,0,0,2,2,6687,11,Lose,2,0,0,5,6
4/21/2024,Regular Season,1,Team SV,Rapidoot,Kaja,Support/Fighter,Vexana,Mage,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,11:26,0,0,3,3,4229,9,Lose,2,0,0,5,6
4/21/2024,Regular Season,1,Team SV,Finji,Faramis,Support/Mage,X.Borg,Fighter,Purify,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,11:26,0,0,3,2,5453,11,Lose,2,0,0,5,6
4/21/2024,Regular Season,1,Team SV,Ayzen,Alpha,Fighter,Arlott,Fighter/Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,11:26,0,2,2,0,6754,13,Lose,2,0,0,5,6
4/21/2024,Regular Season,1,Team SV,Aldo,Terizla,Fighter,Cici,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,11:26,0,1,1,1,6030,11,Lose,2,0,0,5,6
4/21/2024,Regular Season,1,DRoar Legends,Wickyy,Natan,Marksman,Baxia,Tank,Flicker,Mage,Swift,Bargain Hunter,Weakness Finder,11:26,0,1,1,4,9589,14,Win,8,1,3,6,4
4/21/2024,Regular Season,1,DRoar Legends,CADENZA,Minotaur,Tank/Support,Barats,Tank/Fighter,Flicker,Tank,Vitality,Pull Yourself Together,Concussive Blast,11:26,0,1,1,5,5500,11,Win,8,1,3,6,4
4/21/2024,Regular Season,1,DRoar Legends,Aykii,Angela,Support,Yin,Fighter/Assassin,Flicker,Common,Inspire,Bargain Hunter,Impure Rage,11:26,0,0,1,8,7011,12,Win,8,1,3,6,4
4/21/2024,Regular Season,1,DRoar Legends,Linnn,Fredrinn,Fighter/Tank,Luo Yi,Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,11:26,0,2,0,6,7543,14,Win,8,1,3,6,4
4/21/2024,Regular Season,1,DRoar Legends,SHADOW,Yu Zhong,Fighter,Mathilda,Support/Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,11:26,1,7,0,1,9075,14,Win,8,1,3,6,4
4/21/2024,Regular Season,2,Team SV,SADBOYY,Ruby,Fighter/Tank,Masha,Fighter/Tank,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,15:21,0,1,2,3,7492,13,Lose,1,0,0,6,7
4/21/2024,Regular Season,2,Team SV,Rapidoot,Floryn,Support,Minotaur,Tank/Support,Flicker,Support,Agility,Tenacity,Focusing Mark,15:21,0,0,4,5,6505,13,Lose,1,0,0,6,7
4/21/2024,Regular Season,2,Team SV,Finji,Vexana,Mage,X.Borg,Fighter,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,15:21,0,0,1,5,7560,13,Lose,1,0,0,6,7
4/21/2024,Regular Season,2,Team SV,Ayzen,Roger,Fighter/Marksman,Natan,Marksman,Retribution,Assassin,Thrill,Seasoned Hunter,Quantum Charge,15:21,0,2,2,3,9805,15,Lose,1,0,0,6,7
4/21/2024,Regular Season,2,Team SV,Aldo,Cici,Fighter,Arlott,Fighter/Assassin,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,15:21,0,2,3,3,7573,13,Lose,1,0,0,6,7
4/21/2024,Regular Season,2,DRoar Legends,Wickyy,Harith,Mage,Joy,Assassin,Purify,Mage,Inspire,Bargain Hunter,Impure Rage,15:21,1,7,0,4,13383,15,Win,9,2,3,9,7
4/21/2024,Regular Season,2,DRoar Legends,CADENZA,Angela,Support,Baxia,Tank,Flicker,Support,Inspire,Wilderness Blessing.,Focusing Mark,15:21,0,0,0,12,8566,15,Win,9,2,3,9,7
4/21/2024,Regular Season,2,DRoar Legends,Aykii,Novaria,Mage,Yin,Fighter/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,15:21,0,3,0,6,11237,15,Win,9,2,3,9,7
4/21/2024,Regular Season,2,DRoar Legends,Linnn,Fredrinn,Fighter/Tank,Luo Yi,Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,15:21,0,2,1,10,9731,15,Win,9,2,3,9,7
4/21/2024,Regular Season,2,DRoar Legends,SHADOW,Yu Zhong,Fighter,Mathilda,Support/Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,15:21,0,0,4,8,8477,15,Win,9,2,3,9,7
4/27/2024,Regular Season,1,PRO Esports,Donut,Claude,Marksman,Angela,Support,Flicker,,,,Brave Smite,13:45,0,0,4,3,0,12,Lose,1,0,1,0,0
4/27/2024,Regular Season,1,PRO Esports,SAA,Chou,Fighter,Luo Yi,Mage,Flicker,,,,Concussive Blast,13:45,0,3,5,1,0,12,Lose,1,0,1,0,0
4/27/2024,Regular Season,1,PRO Esports,Naja,Novaria,Mage,Nolan,Assassin,Flicker,,,,Impure Rage,13:45,0,0,0,3,0,12,Lose,1,0,1,0,0
4/27/2024,Regular Season,1,PRO Esports,Boyet,Dyrroth,Fighter,Harith,Mage,Retribution,,,,Impure Rage,13:45,0,1,4,2,0,13,Lose,1,0,1,0,0
4/27/2024,Regular Season,1,PRO Esports,Tong,Cici,Fighter,Chip, Support/Tanker,Vengeance,,,,Brave Smite,13:45,0,0,6,1,0,12,Lose,1,0,1,0,0
4/27/2024,Regular Season,1,"See You Soon",Hesa,Brody,Marksman,Masha,Fighter/Tank,Flicker,,,,Quantum Charge,13:45,0,3,1,9,0,14,Win,9,2,2,0,0
4/27/2024,Regular Season,1,"See You Soon",BoxiTheKing,Franco,Tank,Hilda,Tank/Fighter,Flicker,,,,Focusing Mark,13:45,0,0,1,14,0,13,Win,9,2,2,0,0
4/27/2024,Regular Season,1,"See You Soon",Raa,Valentina,Mage,Natan,Marksman,Flicker,,,,Quantum Charge,13:45,0,4,0,12,0,14,Win,9,2,2,0,0
4/27/2024,Regular Season,1,"See You Soon",MPTheKing,Ling,Assassin,Mathilda,Support/Assassin,Retribution,,,,Quantum Charge,13:45,1,11,1,6,0,15,Win,9,2,2,0,0
4/27/2024,Regular Season,1,"See You Soon",SryImFelix,Barats,Tank/Fighter,Fredrinn,Fighter/Tank,Flicker,,,,Brave Smite,13:45,0,1,1,11,0,14,Win,9,2,2,0,0
4/27/2024,Regular Season,2,PRO Esports,Donut,Claude,Marksman,Angela,Support,Purify,Common,Swift,Tenacity,Brave Smite,13:33,0,6,2,6,11141,15,Win,7,2,3,8,6
4/27/2024,Regular Season,2,PRO Esports,SAA,Chip, Support/Tanker,Nolan,Assassin,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,13:33,0,1,1,10,6944,13,Win,7,2,3,8,6
4/27/2024,Regular Season,2,PRO Esports,Naja,Vexana,Mage,Ling,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,13:33,0,2,0,9,8494,14,Win,7,2,3,8,6
4/27/2024,Regular Season,2,PRO Esports,Boyet,Guinevere,Fighter,Harith,Mage,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,13:33,0,2,1,9,9021,15,Win,7,2,3,8,6
4/27/2024,Regular Season,2,PRO Esports,Tong,Cici,Fighter,Masha,Fighter/Tank,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,13:33,1,5,0,10,9965,15,Win,7,2,3,8,6
4/27/2024,Regular Season,2,"See You Soon",Hesa,Karrie,Marksman,Barats,Tank/Fighter,Purify,Common,Swift,Master Assassin,Quantum Charge,13:33,0,2,2,1,8588,13,Lose,2,0,0,5,5
4/27/2024,Regular Season,2,"See You Soon",BoxiTheKing,Grock,Tank/Fighter,Baxia,Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,13:33,0,0,2,2,5813,11,Lose,2,0,0,5,5
4/27/2024,Regular Season,2,"See You Soon",Raa,Valentina,Mage,Minotaur,Tank/Support,Purify,Mage,Inspire,Wilderness Blessing.,Quantum Charge,13:33,0,1,4,2,7363,13,Lose,2,0,0,5,5
4/27/2024,Regular Season,2,"See You Soon",MPTheKing,Fredrinn,Fighter/Tank,Natan,Marksman,Retribution,Support,Vitality,Seasoned Hunter,Concussive Blast,13:33,0,0,2,2,8228,14,Lose,2,0,0,5,5
4/27/2024,Regular Season,2,"See You Soon",SryImFelix,Paquito,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,13:33,0,1,6,1,8160,13,Lose,2,0,0,5,5
4/27/2024,Regular Season,3,"See You Soon",Hesa,Claude,Marksman,Harith,Mage,Purify,Common,Swift,Tenacity,Quantum Charge,15:57,0,1,3,1,9620,14,Lose,2,0,0,6,5
4/27/2024,Regular Season,3,"See You Soon",BoxiTheKing,Chou,Fighter,Masha,Fighter/Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,15:57,0,0,5,1,6392,13,Lose,2,0,0,6,5
4/27/2024,Regular Season,3,"See You Soon",Raa,Yve,Mage,Mathilda,Support/Assassin,Flicker,Mage,Agility,Bargain Hunter,Impure Rage,15:57,0,1,0,1,8740,14,Lose,2,0,0,6,5
4/27/2024,Regular Season,3,"See You Soon",MPTheKing,Barats,Tank/Fighter,Natan,Marksman,Retribution,Common,Thrill,Seasoned Hunter,Concussive Blast,15:57,0,0,4,2,8627,15,Lose,2,0,0,6,5
4/27/2024,Regular Season,3,"See You Soon",SryImFelix,Paquito,Fighter/Assassin,Chip, Support/Tanker,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,15:57,0,2,3,1,8919,15,Lose,2,0,0,6,5
4/27/2024,Regular Season,3,PRO Esports,Donut,Moskov,Marksman,Angela,Support,Purify,Marskman,Swift,Master Assassin,Weakness Finder,15:57,1,5,1,6,13233,15,Win,9,2,3,8,9
4/27/2024,Regular Season,3,PRO Esports,SAA,Minotaur,Tank/Support,Nolan,Assassin,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,15:57,0,1,3,10,8208,14,Win,9,2,3,8,9
4/27/2024,Regular Season,3,PRO Esports,Naja,Vexana,Mage,Ling,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,15:57,0,2,0,8,9865,15,Win,9,2,3,8,9
4/27/2024,Regular Season,3,PRO Esports,Boyet,Fredrinn,Fighter/Tank,Yu Zhong,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Impure Rage,15:57,0,2,0,11,9795,15,Win,9,2,3,8,9
4/27/2024,Regular Season,3,PRO Esports,Tong,Cici,Fighter,Grock,Tank/Fighter,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,15:57,0,5,0,7,11125,15,Win,9,2,3,8,9
4/27/2024,Regular Season,1,Team Max,Layy,Lunox,Mage,Novaria,Mage,Flicker,Mage,Rupture,Bargain Hunter,Lethal Ignition,22:27,0,4,3,4,14741,15,Lose,9,4,1,13,10
4/27/2024,Regular Season,1,Team Max,Tyyy,Angela,Support,Valentina,Mage,Flicker,Support,Inspire,Bargain Hunter,Focusing Mark,22:27,0,3,2,10,11134,15,Lose,9,4,1,13,10
4/27/2024,Regular Season,1,Team Max,MasterBiiMo,Faramis,Support/Mage,Natan,Marksman,Purify,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,22:27,0,2,4,7,11131,15,Lose,9,4,1,13,10
4/27/2024,Regular Season,1,Team Max,Flick,Freya,Fighter,Barats,Tank/Fighter,Retribution,Assassin,Swift,Seasoned Hunter,Quantum Charge,22:27,0,3,2,7,16158,15,Lose,9,4,1,13,10
4/27/2024,Regular Season,1,Team Max,Renzio,Fredrinn,Fighter/Tank,Baxia,Tank,Flicker,Tank,Firmness,Tenacity,Concussive Blast,22:27,0,1,4,9,11703,15,Lose,9,4,1,13,10
4/27/2024,Regular Season,1,Team Flash KH,Owl,Harith,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Festival of Blood,Impure Rage,22:27,1,10,2,4,19019,15,Win,4,0,2,9,11
4/27/2024,Regular Season,1,Team Flash KH,D7,Arlott,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Tank,Thrill,Wilderness Blessing.,Brave Smite,22:27,0,0,3,10,10634,15,Win,4,0,2,9,11
4/27/2024,Regular Season,1,Team Flash KH,C Cat,Gord,Mage,Luo Yi,Mage,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,22:27,0,1,0,12,13873,15,Win,4,0,2,9,11
4/27/2024,Regular Season,1,Team Flash KH,Rindo,Akai,Tank,Yu Zhong,Fighter,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,22:27,0,2,1,11,12251,15,Win,4,0,2,9,11
4/27/2024,Regular Season,1,Team Flash KH,ATM,Terizla,Fighter,Claude,Marksman,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,22:27,0,2,7,5,10452,15,Win,4,0,2,9,11
4/27/2024,Regular Season,2,Team Flash KH,Owl,Natan,Marksman,Angela,Support,Flicker,Mage,Thrill,Bargain Hunter,Weakness Finder,18:21,1,9,1,2,17151,15,Win,8,2,1,9,10
4/27/2024,Regular Season,2,Team Flash KH,D7,Mathilda,Support/Assassin,Luo Yi,Mage,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,18:21,0,0,3,10,8442,15,Win,8,2,1,9,10
4/27/2024,Regular Season,2,Team Flash KH,C Cat,Phoveus,Fighter,Fanny,Assassin,Flicker,Common,Rupture,Wilderness Blessing.,Impure Rage,18:21,0,3,2,4,9890,15,Win,8,2,1,9,10
4/27/2024,Regular Season,2,Team Flash KH,Rindo,Akai,Tank,Yu Zhong,Fighter,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,18:21,0,1,2,8,9021,15,Win,8,2,1,9,10
4/27/2024,Regular Season,2,Team Flash KH,ATM,Arlott,Fighter/Assassin,Chip, Support/Tanker,Flicker,Common,Thrill,Tenacity,Brave Smite,18:21,0,0,3,7,10006,15,Win,8,2,1,9,10
4/27/2024,Regular Season,2,Team Max,Layy,Harith,Mage,Vexana,Mage,Purify,Mage,Inspire,Bargain Hunter,Impure Rage,18:21,0,4,1,5,13682,15,Lose,3,1,2,9,8
4/27/2024,Regular Season,2,Team Max,Tyyy,Floryn,Support,Novaria,Mage,Flicker,Support,Agility,Wilderness Blessing.,Focusing Mark,18:21,0,0,2,10,8877,15,Lose,3,1,2,9,8
4/27/2024,Regular Season,2,Team Max,MasterBiiMo,Faramis,Support/Mage,Barats,Tank/Fighter,Purify,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,18:21,0,3,4,7,9498,15,Lose,3,1,2,9,8
4/27/2024,Regular Season,2,Team Max,Flick,Roger,Fighter/Marksman,Baxia,Tank,Retribution,Assassin,Swift,Seasoned Hunter,Quantum Charge,18:21,0,3,1,7,12799,15,Lose,3,1,2,9,8
4/27/2024,Regular Season,2,Team Max,Renzio,Ruby,Fighter/Tank,Fredrinn,Fighter/Tank,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,18:21,0,1,5,7,9353,15,Lose,3,1,2,9,8
4/28/2024,Regular Season,1,DRoar Legends,Wickyy,Melissa,Marksman,Minotaur,Tank/Support,Inspire,Marskman,Swift,Tenacity,Quantum Charge,13:52,1,6,1,5,11946,15,Win,8,1,2,8,5
4/28/2024,Regular Season,1,DRoar Legends,CADENZA,Mathilda,Support/Assassin,Terizla,Fighter,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,13:52,0,2,3,11,7472,13,Win,8,1,2,8,5
4/28/2024,Regular Season,1,DRoar Legends,Aykii,Valentina,Mage,Angela,Support,Flicker,Mage,Thrill,Wilderness Blessing.,Impure Rage,13:52,0,4,2,5,8726,15,Win,8,1,2,8,5
4/28/2024,Regular Season,1,DRoar Legends,Linnn,Barats,Tank/Fighter,Carmilla,Support/Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:52,0,2,1,7,9326,15,Win,8,1,2,8,5
4/28/2024,Regular Season,1,DRoar Legends,SHADOW,Esmeralda,Mage/Tank,Chip, Support/Tanker,Sprint,Support,Agility,Tenacity,Impure Rage,13:52,0,1,2,4,9965,15,Win,8,1,2,8,5
4/28/2024,Regular Season,1,Duck Rice Esport,Kydz,Harith,Mage,Yu Zhong,Fighter,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,13:52,0,0,4,5,8120,13,Lose,1,0,1,6,5
